Unnamed: 0,Gene,Prediction,Measured_growth,Growth_cutoff,Computational_growth,Condition,Dataset
22939,b2416,FP,"0,206666667","0,5","0,8018784569",Glucose,Monk 2015
22943,b2422,FP,"0,106666667","0,5","0,8217979336",Glucose,Monk 2015
22944,b2423,FP,"0,093333333","0,5","0,8217979336",Glucose,Monk 2015
22945,b2424,FP,"0,05","0,5","0,8217979336",Glucose,Monk 2015
22946,b2425,FP,"0,173333333","0,5","0,8217979336",Glucose,Monk 2015
22961,b2472,TN,0,"0,5",0,Glucose,LB_essential
22962,b2476,TN,0,"0,5",0,Glucose,Monk 2015
22963,b2478,TN,0,"0,5",0,Glucose,LB_essential
22966,b2482,FP,0,"0,5","0,8217979336",Glucose,Monk 2015
22978,b2499,TN,0,"0,5","0,0000000001309525942",Glucose,Monk 2015
22983,b2507,TN,0,"0,5",0,Glucose,Monk 2015
22984,b2508,FP,0,"0,5","0,81862496",Glucose,Monk 2015
22985,b2515,TN,0,"0,5",0,Glucose,LB_essential
22992,b2530,TN,0,"0,5",0,Glucose,Monk 2015
22993,b2533,FP,0,"0,5","0,8217979336",Glucose,LB_essential
23000,b2551,FP,"0,37","0,5","0,7995714951",Glucose,Monk 2015
23002,b2557,TN,0,"0,5",0,Glucose,Monk 2015
23004,b2563,FP,0,"0,5","0,8217979336",Glucose,LB_essential
23005,b2564,TN,"0,163333333","0,5",0,Glucose,Monk 2015
23006,b2574,TN,"0,023333333","0,5","0,0000000006533726439",Glucose,Monk 2015
23010,b2585,TN,0,"0,5",0,Glucose,LB_essential
23012,b2599,TN,0,"0,5",0,Glucose,Monk 2015
23013,b2600,TN,0,"0,5",0,Glucose,Monk 2015
23015,b2615,TN,0,"0,5",0,Glucose,LB_essential
23052,b2746,TN,0,"0,5",0,Glucose,LB_essential
23053,b2747,TN,0,"0,5",0,Glucose,LB_essential
23054,b2750,TN,0,"0,5",0,Glucose,Monk 2015
23055,b2751,TN,"0,016666667","0,5",0,Glucose,Monk 2015
23056,b2752,TN,"0,023333333","0,5",0,Glucose,Monk 2015
23057,b2762,TN,"0,04","0,5",0,Glucose,Monk 2015
23058,b2763,TN,0,"0,5",0,Glucose,Monk 2015
23059,b2764,TN,0,"0,5",0,Glucose,Monk 2015
23061,b2779,FP,0,"0,5","0,6654618649",Glucose,LB_essential
23062,b2780,TN,0,"0,5",0,Glucose,LB_essential
23079,b2818,TN,0,"0,5",0,Glucose,Monk 2015
23082,b2838,TN,0,"0,5",0,Glucose,Monk 2015
23105,b2913,FP,0,"0,5","0,7876193944",Glucose,Monk 2015
23113,b2925,FP,0,"0,5","0,8217979336",Glucose,LB_essential
23114,b2926,FP,0,"0,5","0,5758353074",Glucose,LB_essential
23122,b2942,TN,0,"0,5",0,Glucose,LB_essential
23144,b3008,FP,"0,133333333","0,5","0,8217979336",Glucose,Monk 2015
23147,b3018,TN,0,"0,5",0,Glucose,LB_essential
23154,b3041,TN,0,"0,5",0,Glucose,LB_essential
23157,b3058,TN,0,"0,5",0,Glucose,Monk 2015
23180,b3172,TN,0,"0,5",0,Glucose,Monk 2015
23181,b3176,TN,0,"0,5",0,Glucose,LB_essential
23182,b3177,TN,0,"0,5",0,Glucose,LB_essential
23184,b3187,TN,0,"0,5",0,Glucose,LB_essential
23185,b3189,TN,0,"0,5",0,Glucose,LB_essential
23189,b3199,TN,0,"0,5",0,Glucose,LB_essential
23190,b3200,TN,0,"0,5",0,Glucose,LB_essential
23191,b3201,TN,0,"0,5",0,Glucose,LB_essential
23204,b3255,TN,0,"0,5",0,Glucose,LB_essential
23205,b3256,TN,0,"0,5",0,Glucose,LB_essential
23209,b3281,FP,0,"0,5","0,8217979336",Glucose,Monk 2015
23219,b3368,TN,0,"0,5",0,Glucose,Monk 2015
23225,b3389,TN,0,"0,5",0,Glucose,Monk 2015
23243,b3433,TN,0,"0,5",0,Glucose,LB_essential
23305,b3607,TN,0,"0,5",0,Glucose,Monk 2015
23306,b3608,FP,0,"0,5","0,8211157429",Glucose,LB_essential
23316,b3623,FP,0,"0,5","0,8217979336",Glucose,LB_essential
23326,b3633,TN,0,"0,5",0,Glucose,LB_essential
23327,b3634,TN,0,"0,5",0,Glucose,LB_essential
23328,b3639,TN,0,"0,5","-0,000000001056174747",Glucose,LB_essential
23329,b3640,FP,0,"0,5","0,8217979336",Glucose,LB_essential
23330,b3642,TN,0,"0,5",0,Glucose,Monk 2015
23331,b3648,TN,0,"0,5",0,Glucose,LB_essential
23332,b3650,FP,0,"0,5","0,8217979336",Glucose,LB_essential
23356,b3729,TN,0,"0,5",0,Glucose,LB_essential
23357,b3730,TN,0,"0,5",0,Glucose,LB_essential
23374,b3770,TN,0,"0,5",0,Glucose,Monk 2015
23375,b3771,TN,0,"0,5",0,Glucose,Monk 2015
23376,b3772,FP,"0,003333333","0,5","0,8217979336",Glucose,Monk 2015
23377,b3774,TN,0,"0,5",0,Glucose,Monk 2015
23389,b3793,FP,0,"0,5","0,8217979336",Glucose,LB_essential
23391,b3804,TN,0,"0,5","-0,000000000294712548",Glucose,LB_essential
23392,b3805,TN,0,"0,5",0,Glucose,LB_essential
23394,b3809,TN,0,"0,5",0,Glucose,Monk 2015
23402,b3829,FP,0,"0,5","0,8217979336",Glucose,Monk 2015
23405,b3843,TN,0,"0,5",0,Glucose,LB_essential
23410,b3850,TN,0,"0,5",0,Glucose,LB_essential
23415,b3870,TN,0,"0,5",0,Glucose,Monk 2015
23432,b3916,FP,"0,316666667","0,5","0,8217979341",Glucose,Monk 2015
23435,b3919,FP,0,"0,5","0,7507843865",Glucose,Monk 2015
23441,b3939,TN,0,"0,5",0,Glucose,Monk 2015
23442,b3940,FP,"0,19","0,5","0,8217979336",Glucose,Monk 2015
23443,b3941,TN,0,"0,5",0,Glucose,Monk 2015
23450,b3956,FP,"0,183333333","0,5","0,8169805187",Glucose,Monk 2015
23451,b3957,TN,0,"0,5",0,Glucose,Monk 2015
23452,b3958,TN,0,"0,5",0,Glucose,Monk 2015
23453,b3959,TN,0,"0,5",0,Glucose,Monk 2015
23454,b3960,TN,0,"0,5",0,Glucose,Monk 2015
23456,b3966,FP,0,"0,5","0,8217979336",Glucose,LB_essential
23457,b3967,TN,0,"0,5",0,Glucose,LB_essential
23458,b3972,TN,0,"0,5",0,Glucose,LB_essential
23459,b3974,TN,0,"0,5",0,Glucose,LB_essential
23460,b3990,TN,"0,405","0,5",0,Glucose,Monk 2015
23461,b3991,TN,"0,496666667","0,5",0,Glucose,Monk 2015
23462,b3992,TN,"0,376666667","0,5",0,Glucose,Monk 2015
23463,b3993,TN,"0,405","0,5",0,Glucose,Monk 2015
23464,b3994,TN,"0,46","0,5",0,Glucose,Monk 2015
23466,b3997,TN,0,"0,5","-0,000000000417963194",Glucose,LB_essential
23467,b4005,TN,0,"0,5",0,Glucose,Monk 2015
23468,b4006,TN,0,"0,5",0,Glucose,Monk 2015
23469,b4013,TN,0,"0,5",0,Glucose,Monk 2015
23483,b4040,TN,0,"0,5",0,Glucose,LB_essential
23484,b4041,FP,0,"0,5","0,8217979336",Glucose,LB_essential
23498,b4084,FP,0,"0,5","0,8217979336",Glucose,LB_essential
23537,b4160,TN,0,"0,5",0,Glucose,LB_essential
23542,b4177,TN,0,"0,5",0,Glucose,Monk 2015
23553,b4214,TN,"0,4","0,5",0,Glucose,Monk 2015
23555,b4226,FP,0,"0,5","0,8217979336",Glucose,LB_essential
23567,b4245,TN,"0,266666667","0,5",0,Glucose,Monk 2015
23569,b4261,TN,0,"0,5",0,Glucose,LB_essential
23570,b4262,TN,0,"0,5",0,Glucose,LB_essential
23598,b4388,FP,0,"0,5","0,7876193944",Glucose,Monk 2015
23602,b4407,TN,"0,316666667","0,5",0,Glucose,Monk 2015
