,reaction,lower_bound,upper_bound,is_reversible,name,flux
EX_cellb_e,EX_cellb_e,0.0,1000.0,False,Cellobiose exchange,0.0
EX_crn_e,EX_crn_e,0.0,1000.0,False,L-Carnitine exchange,0.0
EX_hxan_e,EX_hxan_e,0.0,1000.0,False,Hypoxanthine exchange,0.0
EX_ile__L_e,EX_ile__L_e,0.0,1000.0,False,L-Isoleucine exchange,0.0
EX_chol_e,EX_chol_e,0.0,1000.0,False,Choline exchange,0.0
EX_fe3_e,EX_fe3_e,-1000.0,1000.0,True,Fe3+ exchange,-0.006416598265756767
LEUTAi,LEUTAi,0.0,1000.0,False,Leucine transaminase (irreversible),0.37024544483474164
EX_lac__L_e,EX_lac__L_e,0.0,1000.0,False,L-Lactate exchange,0.0
EX_leu__L_e,EX_leu__L_e,0.0,1000.0,False,L-Leucine exchange,0.0
EX_glcn_e,EX_glcn_e,0.0,1000.0,False,D-Gluconate exchange,0.0
EX_no3_e,EX_no3_e,0.0,1000.0,False,Nitrate exchange,0.0
EX_h_e,EX_h_e,-1000.0,1000.0,True,H+ exchange,9.814240098578248
DMATT,DMATT,0.0,1000.0,False,Dimethylallyltranstransferase,0.00022845982554084608
EX_orn_e,EX_orn_e,0.0,1000.0,False,Ornithine exchange,0.0
GRTT,GRTT,0.0,1000.0,False,Geranyltranstransferase,0.00022845982554084608
EX_gln__L_e,EX_gln__L_e,0.0,1000.0,False,L-Glutamine exchange,0.0
UPP3S,UPP3S,0.0,1000.0,False,Uroporphyrinogen-III synthase,0.00036652187839747934
EX_pro__L_e,EX_pro__L_e,0.0,1000.0,False,L-Proline exchange,0.0
EX_glyc_e,EX_glyc_e,0.0,1000.0,False,Glycerol exchange,0.0
UPPDC1,UPPDC1,0.0,1000.0,False,Uroporphyrinogen decarboxylase (uroporphyrinogen III),0.00018326093919873964
EX_man_e,EX_man_e,0.0,1000.0,False,D-Mannose exchange,0.0
TMDPP,TMDPP,-1000.0,1000.0,True,Thymidine phosphorylase,0.0
EX_ade_e,EX_ade_e,0.0,1000.0,False,Adenine exchange,0.0
EX_mn2_e,EX_mn2_e,-1000.0,1000.0,True,Mn2+ exchange,-0.000567862372136005
EX_4abut_e,EX_4abut_e,0.0,1000.0,False,4-Aminobutanoate exchange,0.0
EX_ac_e,EX_ac_e,0.0,1000.0,False,Acetate exchange,2.2568161887765084
EX_akg_e,EX_akg_e,0.0,1000.0,False,2-Oxoglutarate exchange,0.0
EX_ala__L_e,EX_ala__L_e,0.0,1000.0,False,L-Alanine exchange,0.0
EX_arg__L_e,EX_arg__L_e,0.0,1000.0,False,L-Arginine exchange,0.0
EX_asp__L_e,EX_asp__L_e,0.0,1000.0,False,L-Aspartate exchange,0.0
EX_pyr_e,EX_pyr_e,0.0,1000.0,False,Pyruvate exchange,0.0
EX_succ_e,EX_succ_e,0.0,1000.0,False,Succinate exchange,0.0
EX_thymd_e,EX_thymd_e,0.0,1000.0,False,Thymidine exchange,0.0
EX_rib__D_e,EX_rib__D_e,0.0,1000.0,False,D-Ribose exchange,0.0
EX_tyr__L_e,EX_tyr__L_e,0.0,1000.0,False,L-Tyrosine exchange,0.0
EX_cytd_e,EX_cytd_e,0.0,1000.0,False,Cytidine exchange,0.0
EX_dcyt_e,EX_dcyt_e,0.0,1000.0,False,Deoxycytidine exchange,0.0
MOAT,MOAT,0.0,1000.0,False,3-deoxy-D-manno-octulosonic acid transferase,0.015988900596639814
EX_fum_e,EX_fum_e,0.0,1000.0,False,Fumarate exchange,0.0
EX_sbt__D_e,EX_sbt__D_e,0.0,1000.0,False,D-Sorbitol exchange,0.0
EX_glu__L_e,EX_glu__L_e,0.0,1000.0,False,L-Glutamate exchange,0.0
UDCPDPS,UDCPDPS,0.0,1000.0,False,Undecaprenyl diphosphate synthase,4.519888634946262e-05
ECOAH6,ECOAH6,-1000.0,1000.0,True,3-hydroxyacyl-CoA dehydratase (3-hydroxytetradecanoyl-CoA),0.22850584623248768
USHD,USHD,0.0,1000.0,False,UDP-sugar hydrolase,0.015988900596639818
EX_gua_e,EX_gua_e,0.0,1000.0,False,Guanine exchange,0.0
ENO,ENO,-1000.0,1000.0,True,Enolase,15.676309992392035
FBA,FBA,-1000.0,1000.0,True,Fructose-bisphosphate aldolase,8.34961332879214
HCO3E,HCO3E,-1000.0,1000.0,True,HCO3 equilibration reaction,0.43195671706430405
MGSA,MGSA,0.0,1000.0,False,Methylglyoxal synthase,0.0
IMPC,IMPC,-1000.0,1000.0,True,IMP cyclohydrolase,-0.44585167652606333
IMPD,IMPD,0.0,1000.0,False,IMP dehydrogenase,0.19988426780013907
PPS,PPS,0.0,1000.0,False,Phosphoenolpyruvate synthase,0.0
ECOAH4,ECOAH4,-1000.0,1000.0,True,3-hydroxyacyl-CoA dehydratase (3-hydroxydecanoyl-CoA),0.292461448619047
LPADSS,LPADSS,0.0,1000.0,False,Lipid A disaccaride synthase,0.015988900596639818
GLUTRS,GLUTRS,0.0,1000.0,False,Glutamyl-tRNA synthetase,0.0029321750271798334
TDSK,TDSK,0.0,1000.0,False,Tetraacyldisaccharide 4'kinase,0.015988900596639818
PGI,PGI,-1000.0,1000.0,True,Glucose-6-phosphate isomerase,7.194088431646591
TMPPP,TMPPP,0.0,1000.0,False,Thiamine-phosphate diphosphorylase,0.00018326093919873964
EX_btn_e,EX_btn_e,0.0,1000.0,False,Biotin exchange,0.0
PGK,PGK,-1000.0,1000.0,True,Phosphoglycerate kinase,-17.088022834804168
EX_ptrc_e,EX_ptrc_e,0.0,1000.0,False,Putrescine exchange,0.0
EDA,EDA,0.0,1000.0,False,2-dehydro-3-deoxy-phosphogluconate aldolase,0.0
EX_spmd_e,EX_spmd_e,0.0,1000.0,False,Spermidine exchange,0.0
EX_thym_e,EX_thym_e,0.0,1000.0,False,Thymine exchange,0.0
EX_xtsn_e,EX_xtsn_e,0.0,1000.0,False,Xanthosine exchange,0.0
NTPP1,NTPP1,0.0,1000.0,False,Nucleoside triphosphate pyrophosphorylase (dgtp),0.0
URIK1,URIK1,0.0,1000.0,False,Uridine kinase  ATPUridine ,0.0
URIK2,URIK2,0.0,1000.0,False,Uridine kinase (GTP:Uridine),0.0
NTPP2,NTPP2,0.0,1000.0,False,Nucleoside triphosphate pyrophosphorylase (gtp),0.0
PGL,PGL,0.0,1000.0,False,6-phosphogluconolactonase,2.8059115683534093
NTPTP1,NTPTP1,0.0,1000.0,False,Nucleoside triphosphate tripolyhydrolase,0.0
NTPTP2,NTPTP2,0.0,1000.0,False,Nucleoside triphosphate tripolyhydrolase,0.0
CYTDK1,CYTDK1,0.0,1000.0,False,ATP:cytidine 5'-phosphotransferase,0.0
RPE,RPE,-1000.0,1000.0,True,Ribulose 5-phosphate 3-epimerase,1.2331749402980627
DHQTi,DHQTi,0.0,1000.0,False,"3-dehydroquinate dehydratase, irreversible",0.31320280666584227
IPMD,IPMD,0.0,1000.0,False,3-isopropylmalate dehydrogenase,0.3702454448347416
AIRC3,AIRC3,-1000.0,1000.0,True,Phosphoribosylaminoimidazole carboxylase (mutase rxn),-0.36799618389014305
TALA,TALA,-1000.0,1000.0,True,Transaldolase,0.773005612542754
PUNP1,PUNP1,-1000.0,1000.0,True,Purine-nucleoside phosphorylase (Adenosine),-0.0005530700093086483
PUNP2,PUNP2,-1000.0,1000.0,True,Purine-nucleoside phosphorylase (Deoxyadenosine),0.0
PUNP3,PUNP3,-1000.0,1000.0,True,Purine-nucleoside phosphorylase (Guanosine),0.0
ADSL2r,ADSL2r,-1000.0,1000.0,True,Adenylosuccinate lyase,0.36799618389014305
TKT1,TKT1,-1000.0,1000.0,True,Transketolase,0.773005612542754
EX_fe2_e,EX_fe2_e,-1000.0,1000.0,True,Fe2+ exchange,-0.006782298346220621
PUNP5,PUNP5,-1000.0,1000.0,True,Purine-nucleoside phosphorylase (Inosine),0.0
PUNP6,PUNP6,-1000.0,1000.0,True,Purine-nucleoside phosphorylase (Deoxyinosine),0.0
PUNP7,PUNP7,-1000.0,1000.0,True,Purine-nucleoside phosphorylase (Xanthosine),0.0
G6PDA,G6PDA,0.0,1000.0,False,Glucosamine-6-phosphate deaminase,0.0
RNDR1,RNDR1,0.0,1000.0,False,Ribonucleoside-diphosphate reductase (ADP),0.0
ALCD2x,ALCD2x,-1000.0,1000.0,True,Alcohol dehydrogenase (ethanol),0.0
RNDR3,RNDR3,0.0,1000.0,False,Ribonucleoside-diphosphate reductase (CDP),0.0
RNDR4,RNDR4,0.0,1000.0,False,Ribonucleoside-diphosphate reductase (UDP),0.0
ALDD2y,ALDD2y,0.0,1000.0,False,"Aldehyde dehydrogenase (acetaldehyde, NADP)",0.0
TMDS,TMDS,0.0,1000.0,False,Thymidylate synthase,0.021503164731274543
RMI,RMI,-1000.0,1000.0,True,L-rhamnose isomerase,0.0
TMDK1,TMDK1,0.0,1000.0,False,Thymidine kinase (ATP:thymidine),0.0
LYSAM,LYSAM,-1000.0,1000.0,True,"Lysine 2,3-aminomutase",0.0
PPCDC,PPCDC,0.0,1000.0,False,Phosphopantothenoylcysteine decarboxylase,0.0005538918072637291
FTHFD,FTHFD,0.0,1000.0,False,Formyltetrahydrofolate deformylase,0.0
EX_glc__D_e,EX_glc__D_e,-10.0,0.0,False,D-Glucose exchange,-10.0
DHAD1,DHAD1,0.0,1000.0,False,"Dihydroxy-acid dehydratase (2,3-dihydroxy-3-methylbutanoate)",0.7185529938313197
IPPMIa,IPPMIa,-1000.0,1000.0,True,3-isopropylmalate dehydratase,-0.3702454448347416
EX_alltn_e,EX_alltn_e,0.0,1000.0,False,Allantoin exchange,0.0
G3PD7,G3PD7,0.0,1000.0,False,Glycerol-3-phosphate dehydrogenase (demethylmenaquinone-8),0.0
EDD,EDD,0.0,1000.0,False,6-phosphogluconate dehydratase,0.0
EX_ura_e,EX_ura_e,0.0,1000.0,False,Uracil exchange,0.0
NADH9,NADH9,0.0,1000.0,False,NADH dehydrogenase (demethylmenaquinone-8 & 0 protons),0.0
EX_val__L_e,EX_val__L_e,0.0,1000.0,False,L-Valine exchange,0.0
NADH10,NADH10,0.0,1000.0,False,NADH dehydrogenase (menaquinone-8 & 0 protons),0.0
ADK4,ADK4,-1000.0,1000.0,True,Adentylate kinase (ITP),0.0
INSK,INSK,0.0,1000.0,False,Insosine kinase,0.0
MDH,MDH,-1000.0,1000.0,True,Malate dehydrogenase,5.253673982195988
ABTA,ABTA,0.0,1000.0,False,4-aminobutyrate transaminase,0.0
EX_xan_e,EX_xan_e,0.0,1000.0,False,Xanthine exchange,0.0
FUM,FUM,-1000.0,1000.0,True,Fumarase,5.253673982195989
FMNAT,FMNAT,0.0,1000.0,False,FMN adenylyltransferase,0.00018326093919875458
PYDXNK,PYDXNK,0.0,1000.0,False,Pyridoxine kinase,0.0
PYAM5PO,PYAM5PO,0.0,1000.0,False,Pyridoxamine 5'-phosphate oxidase,0.0
SSALx,SSALx,0.0,1000.0,False,Succinate-semialdehyde dehydrogenase (NAD),0.0
ASPT,ASPT,0.0,1000.0,False,L-aspartase,0.0
OHPBAT,OHPBAT,-1000.0,1000.0,True,O-Phospho-4-hydroxy-L-threonine:2-oxoglutarate aminotransferase,-0.00036652187839734886
SERD_L,SERD_L,0.0,1000.0,False,L-serine deaminase,0.0
EX_dgsn_e,EX_dgsn_e,0.0,1000.0,False,Deoxyguanosine exchange,0.0
NADDP,NADDP,0.0,1000.0,False,NAD diphosphatase,0.0
EX_arab__L_e,EX_arab__L_e,0.0,1000.0,False,L-Arabinose exchange,0.0
EX_fru_e,EX_fru_e,0.0,1000.0,False,D-Fructose exchange,0.0
THRD,THRD,0.0,1000.0,False,L-threonine dehydrogenase,0.0
HEX4,HEX4,0.0,1000.0,False,Hexokinase (D-mannose:ATP),0.0
EX_gal_e,EX_gal_e,0.0,1000.0,False,D-Galactose exchange,0.0
NMNAT,NMNAT,0.0,1000.0,False,Nicotinamide-nucleotide adenylyltransferase,0.0
EX_xyl__D_e,EX_xyl__D_e,0.0,1000.0,False,D-Xylose exchange,0.0
KARA1,KARA1,-1000.0,1000.0,True,"Ketol-acid reductoisomerase (2,3-dihydroxy-3-methylbutanoate)",-0.7185529938313197
HMPK1,HMPK1,0.0,1000.0,False,Hydroxymethylpyrimidine kinase (ATP),0.0
KARA2,KARA2,-1000.0,1000.0,True,Ketol-acid reductoisomerase (2-Acetolactate),0.23875613185861266
EX_duri_e,EX_duri_e,0.0,1000.0,False,Deoxyuridine exchange,0.0
EX_for_e,EX_for_e,0.0,1000.0,False,Formate exchange,0.0
EX_gly_e,EX_gly_e,0.0,1000.0,False,Glycine exchange,0.0
EX_h2_e,EX_h2_e,0.0,1000.0,False,H2 exchange,0.0
EX_lys__L_e,EX_lys__L_e,0.0,1000.0,False,L-Lysine exchange,0.0
ACCOAC,ACCOAC,0.0,1000.0,False,Acetyl-CoA carboxylase,0.06396053317416102
NADK,NADK,0.0,1000.0,False,NAD kinase,0.0003673436763283765
GLXCL,GLXCL,0.0,1000.0,False,Glyoxalate carboligase,0.0
ICHORS_copy2,ICHORS_copy2,-1000.0,1000.0,True,Isochorismate synthase,0.0
SUCBZS,SUCBZS,0.0,1000.0,False,O-succinylbenzoate-CoA synthase,0.0
DHBD,DHBD,-1000.0,1000.0,True,"2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase",0.0
ICHORT,ICHORT,0.0,1000.0,False,Isochorismatase,0.0
EX_ser__L_e,EX_ser__L_e,0.0,1000.0,False,L-Serine exchange,0.0
EX_thm_e,EX_thm_e,0.0,1000.0,False,Thiamin exchange,0.0
EX_trp__L_e,EX_trp__L_e,0.0,1000.0,False,L-Tryptophan exchange,0.0
GLUTRR,GLUTRR,0.0,1000.0,False,Glutamyl-tRNA reductase,0.0029321750271798334
GLCS1,GLCS1,0.0,1000.0,False,Glycogen synthase (ADPGlc),0.0
GLCP,GLCP,0.0,1000.0,False,Glycogen phosphorylase,0.0
EX_din_e,EX_din_e,0.0,1000.0,False,Deoxyinosine exchange,0.0
RBK_L1,RBK_L1,0.0,1000.0,False,L-ribulokinase (L-ribulose),0.0
RBP4E,RBP4E,-1000.0,1000.0,True,L-ribulose-phosphate 4-epimerase,0.0
TARTD,TARTD,0.0,1000.0,False,L(+)-tartrate dehydratase,0.0
NTD2,NTD2,0.0,1000.0,False,5'-nucleotidase (UMP),0.0
GLCRAL,GLCRAL,0.0,1000.0,False,5-dehydro-4-deoxyglucarate aldolase,0.0
NTD4,NTD4,0.0,1000.0,False,5'-nucleotidase (CMP),0.0
NTD5,NTD5,0.0,1000.0,False,5'-nucleotidase (dTMP),0.0
EX_fmn_e,EX_fmn_e,0.0,1000.0,False,FMN exchange,0.0
EX_gthox_e,EX_gthox_e,0.0,1000.0,False,Oxidized glutathione exchange,0.0
KAS14,KAS14,0.0,1000.0,False,Beta-ketoacyl-ACP synthase,0.0
HEMEOS,HEMEOS,0.0,1000.0,False,Heme O synthase,0.0
ADMDC,ADMDC,0.0,1000.0,False,Adenosylmethionine decarboxylase,0.0
AGMT,AGMT,0.0,1000.0,False,Agmatinase,0.0
NTD6,NTD6,0.0,1000.0,False,5'-nucleotidase (dAMP),0.0
LGTHL,LGTHL,0.0,1000.0,False,Lactoylglutathione lyase,0.0
PYDXPP,PYDXPP,0.0,1000.0,False,Pyridoxal 5-phosphate phosphatase,0.0
PDXPP,PDXPP,0.0,1000.0,False,Pyridoxine 5-phosphate phosphatase,0.0
ARGDC,ARGDC,0.0,1000.0,False,Arginine decarboxylase,0.0
HACD6,HACD6,-1000.0,1000.0,True,3-hydroxyacyl-CoA dehydrogenase (3-oxotetradecanoyl-CoA),0.2285058462324877
ECOAH1,ECOAH1,-1000.0,1000.0,True,3-hydroxyacyl-CoA dehydratase (3-hydroxybutanoyl-CoA),0.29246144861904694
ECOAH2,ECOAH2,-1000.0,1000.0,True,3-hydroxyacyl-CoA dehydratase (3-hydroxyhexanoyl-CoA),0.292461448619047
ARGSS,ARGSS,0.0,1000.0,False,Argininosuccinate synthase,0.24308125438328967
AGPR,AGPR,-1000.0,1000.0,True,N-acetyl-g-glutamyl-phosphate reductase,-0.24308125438328962
SPMS,SPMS,0.0,1000.0,False,Spermidine synthase,0.0
G1SAT,G1SAT,-1000.0,1000.0,True,Glutamate-1-semialdehyde aminotransferase,0.0029321750271798343
KDOCT2,KDOCT2,0.0,1000.0,False,3-deoxy-manno-octulosonate cytidylyltransferase,0.03197780119327963
ECOAH3,ECOAH3,-1000.0,1000.0,True,3-hydroxyacyl-CoA dehydratase (3-hydroxyoctanoyl-CoA),0.292461448619047
UGLT,UGLT,-1000.0,1000.0,True,UDPglucose--hexose-1-phosphate uridylyltransferase,0.0
EDTXS1,EDTXS1,0.0,1000.0,False,Endotoxin Synthesis (lauroyl transferase),0.0
DXPS,DXPS,0.0,1000.0,False,1-deoxy-D-xylulose 5-phosphate synthase,0.0023297971417726355
OAADC,OAADC,0.0,1000.0,False,Oxaloacetate decarboxylase,0.0
MNNH,MNNH,0.0,1000.0,False,D-mannonate hydrolyase,0.0
CDPMEK,CDPMEK,0.0,1000.0,False,4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase,0.0019632752633751568
EDTXS2,EDTXS2,0.0,1000.0,False,Endotoxin Synthesis (myristoyl transferase),0.0
ALTRH,ALTRH,0.0,1000.0,False,Altronate hydrolase,0.0
MECDPS,MECDPS,0.0,1000.0,False,"2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase",0.0019632752633751563
GUI1,GUI1,-1000.0,1000.0,True,Glucuronate isomerase (D-glucuronate),0.0
EDTXS3,EDTXS3,0.0,1000.0,False,Endotoxin Synthesis (palmitoleoyl ACP),0.0
PGAMT,PGAMT,-1000.0,1000.0,True,Phosphoglucosamine mutase,-0.07765004315251352
DDGLK,DDGLK,0.0,1000.0,False,2-dehydro-3-deoxygluconokinase,0.0
EDTXS4,EDTXS4,0.0,1000.0,False,Endotoxin Synthesis (myristoyl transferase),0.0
XYLI2,XYLI2,-1000.0,1000.0,True,Xylose isomerase,0.0
PMANM,PMANM,-1000.0,1000.0,True,Phosphomannomutase,0.0
ICL,ICL,0.0,1000.0,False,Isocitrate lyase,0.0
UAGDP,UAGDP,0.0,1000.0,False,UDP-N-acetylglucosamine diphosphorylase,0.07765004315251352
UAGCVT,UAGCVT,0.0,1000.0,False,UDP-N-acetylglucosamine 1-carboxyvinyltransferase,0.02283612097961694
GLUR,GLUR,-1000.0,1000.0,True,Glutamate racemase,-0.022836120979616938
EX_tmao_e,EX_tmao_e,0.0,1000.0,False,Trimethylamine N-oxide exchange,0.0
UAG2E,UAG2E,-1000.0,1000.0,True,UDP-N-acetylglucosamine 2-epimerase,0.0
EX_acald_e,EX_acald_e,0.0,1000.0,False,Acetaldehyde exchange,0.0
GLYCL,GLYCL,0.0,1000.0,False,Glycine Cleavage System,0.044548433284857
CMPN,CMPN,0.0,1000.0,False,CMP nucleosidase,0.0
NNDPR,NNDPR,0.0,1000.0,False,Nicotinate-nucleotide diphosphorylase (carboxylating),0.001872055692787236
HCYSMT,HCYSMT,0.0,1000.0,False,Homocysteine S-methyltransferase,0.0
EX_melib_e,EX_melib_e,0.0,1000.0,False,Melibiose exchange,0.0
MACPD,MACPD,0.0,1000.0,False,Malonyl-ACP decarboxylase,0.0
DMQMT,DMQMT,0.0,1000.0,False,3-Dimethylubiquinonol 3-methyltransferase,-7.356230467967025e-15
UDPG4E,UDPG4E,-1000.0,1000.0,True,UDPglucose 4-epimerase,0.0
LACZ,LACZ,0.0,1000.0,False,B-galactosidase,0.0
TRE6PH,TRE6PH,0.0,1000.0,False,Trehalose-6-phosphate hydrolase,0.0
XYLI1,XYLI1,-1000.0,1000.0,True,Xylose isomerase,0.0
PPC,PPC,0.0,1000.0,False,Phosphoenolpyruvate carboxylase,2.432705144474024
ICHORS_copy1,ICHORS_copy1,0.0,1000.0,False,Isochorismate synthase,0.0
EX_sucr_e,EX_sucr_e,0.0,1000.0,False,Sucrose exchange,0.0
ALDD4,ALDD4,0.0,1000.0,False,"Aldehyde dehydrogenase (butanal, NAD)",0.0
HACD4,HACD4,-1000.0,1000.0,True,3-hydroxyacyl-CoA dehydrogenase (3-oxodecanoyl-CoA),0.292461448619047
G3PT,G3PT,0.0,1000.0,False,Glycerol-3-phosphatase,0.0
CINNDO,CINNDO,0.0,1000.0,False,Cinnamate dioxygenase,0.0
DHPPD,DHPPD,0.0,1000.0,False,"2,3-dihydroxyphenylpropionate dehydrogenase",0.0
