,Gene,Prediction,Measured_growth,Growth_cutoff,Computational_growth,Condition,Dataset
22872,b2245,TP,"1,006666667","0,5","0,8217979336",Glucose,Monk 2015
22873,b2247,TP,"1,036666667","0,5","0,8217979336",Glucose,Monk 2015
22874,b2251,TP,"1,02","0,5","0,8217979336",Glucose,Monk 2015
22875,b2253,TP,"1,02","0,5","0,8217979336",Glucose,Monk 2015
22876,b2254,TP,"1,013333333","0,5","0,8217979336",Glucose,Monk 2015
22877,b2255,TP,"0,993333333","0,5","0,8217979336",Glucose,Monk 2015
22878,b2256,TP,"0,96","0,5","0,8217979336",Glucose,Monk 2015
22879,b2257,TP,"1,013333333","0,5","0,8217979336",Glucose,Monk 2015
22880,b2258,TP,"1,026666667","0,5","0,8217979336",Glucose,Monk 2015
22881,b2260,TP,"1,083333333","0,5","0,8217979336",Glucose,Monk 2015
22882,b2261,TP,"1,013333333","0,5","0,8217979336",Glucose,Monk 2015
22883,b2262,TP,"1,001666667","0,5","0,8217979336",Glucose,Monk 2015
22884,b2263,TP,"1,053333333","0,5","0,8217979336",Glucose,Monk 2015
22885,b2264,TP,"1,05","0,5","0,8217979336",Glucose,Monk 2015
22886,b2265,TP,"0,93","0,5","0,8217979336",Glucose,Monk 2015
22887,b2276,TP,"0,87","0,5","0,6289432195",Glucose,Monk 2015
22888,b2277,TP,"0,966666667","0,5","0,6289432195",Glucose,Monk 2015
22889,b2278,TP,"0,94","0,5","0,6289432195",Glucose,Monk 2015
22890,b2279,TP,"0,903333333","0,5","0,6289432195",Glucose,Monk 2015
22891,b2280,TP,"0,9","0,5","0,6289432195",Glucose,Monk 2015
22892,b2281,TP,"0,98","0,5","0,6289432195",Glucose,Monk 2015
22893,b2282,TP,"0,936666667","0,5","0,6289432195",Glucose,Monk 2015
22894,b2283,TP,"1,086666667","0,5","0,6289432195",Glucose,Monk 2015
22895,b2284,TP,"0,686666667","0,5","0,6289432195",Glucose,Monk 2015
22896,b2285,TP,"1,003333333","0,5","0,6289432195",Glucose,Monk 2015
22897,b2286,TP,"0,966666667","0,5","0,6289432195",Glucose,Monk 2015
22898,b2287,TP,"0,72","0,5","0,6289432195",Glucose,Monk 2015
22899,b2288,TP,"0,9","0,5","0,6289432195",Glucose,Monk 2015
22900,b2290,TP,"0,923333333","0,5","0,8217979336",Glucose,Monk 2015
22901,b2291,TP,"1,006666667","0,5","0,8217979336",Glucose,Monk 2015
22902,b2293,TP,"1,04","0,5","0,8217979336",Glucose,Monk 2015
22903,b2296,TP,"0,796666667","0,5","0,8217979336",Glucose,Monk 2015
22904,b2297,TP,"0,86","0,5","0,8217979336",Glucose,Monk 2015
22905,b2302,TP,"0,93","0,5","0,8217979336",Glucose,Monk 2015
22906,b2303,TP,"1,013333333","0,5","0,8217979336",Glucose,Monk 2015
22907,b2306,TP,"1,03","0,5","0,8217979336",Glucose,Monk 2015
22908,b2307,TP,"0,993333333","0,5","0,8217979336",Glucose,Monk 2015
22909,b2308,TP,"0,94","0,5","0,8217979336",Glucose,Monk 2015
22910,b2309,TP,"1,013333333","0,5","0,8217979336",Glucose,Monk 2015
22911,b2310,TP,"0,96","0,5","0,8217979336",Glucose,Monk 2015
22912,b2312,TN,0,"0,5",0,Glucose,Monk 2015
22913,b2315,TN,0,"0,5","0,0000000001728810281",Glucose,LB_essential
22914,b2316,TN,0,"0,5",0,Glucose,LB_essential
22915,b2320,FP,"0,268333333","0,5","0,8217946482",Glucose,Monk 2015
22916,b2323,TN,0,"0,5",0,Glucose,LB_essential
22917,b2328,TP,"1,056666667","0,5","0,8217979336",Glucose,Monk 2015
22918,b2329,TN,0,"0,5",0,Glucose,Monk 2015
22919,b2341,TP,"0,956666667","0,5","0,8217979336",Glucose,Monk 2015
22920,b2342,TP,"0,956666667","0,5","0,8217979336",Glucose,Monk 2015
22921,b2344,TP,"1,013333333","0,5","0,8217979336",Glucose,Monk 2015
22922,b2361,TP,"0,886666667","0,5","0,8217979336",Glucose,Monk 2015
22923,b2366,TP,"0,95","0,5","0,8217979336",Glucose,Monk 2015
22924,b2371,TP,"1,026666667","0,5","0,8217979336",Glucose,Monk 2015
22925,b2373,TP,"1,01","0,5","0,8217979336",Glucose,Monk 2015
22926,b2374,TP,"1,096666667","0,5","0,8217979336",Glucose,Monk 2015
22927,b2378,TP,"1,006666667","0,5","0,8217979336",Glucose,Monk 2015
22928,b2379,TP,"1,083333333","0,5","0,8217979336",Glucose,Monk 2015
22929,b2388,TP,"0,986666667","0,5","0,8217979336",Glucose,Monk 2015
22930,b2392,TP,"1,053333333","0,5","0,8217979336",Glucose,Monk 2015
22931,b2393,TP,"1,006666667","0,5","0,8217979336",Glucose,Monk 2015
22932,b2400,TN,0,"0,5",0,Glucose,LB_essential
22933,b2406,TP,"1,026666667","0,5","0,8217979336",Glucose,Monk 2015
22934,b2407,TP,"1,013333333","0,5","0,8217979336",Glucose,Monk 2015
22935,b2411,FP,0,"0,5","0,8217979336",Glucose,LB_essential
22936,b2413,TP,"0,9","0,5","0,8205631201",Glucose,Monk 2015
22937,b2414,FP,"0,216666667","0,5","0,8217979336",Glucose,Monk 2015
22938,b2415,FP,"0,393333333","0,5","0,8018784569",Glucose,Monk 2015
22939,b2416,FP,"0,206666667","0,5","0,8018784569",Glucose,Monk 2015
22940,b2417,TP,"0,863333333","0,5","0,8217979336",Glucose,Monk 2015
22941,b2418,TP,"0,993333333","0,5","0,8217979336",Glucose,Monk 2015
22942,b2421,TP,"0,983333333","0,5","0,8217979336",Glucose,Monk 2015
22943,b2422,FP,"0,106666667","0,5","0,8217979336",Glucose,Monk 2015
22944,b2423,FP,"0,093333333","0,5","0,8217979336",Glucose,Monk 2015
22945,b2424,FP,"0,05","0,5","0,8217979336",Glucose,Monk 2015
22946,b2425,FP,"0,173333333","0,5","0,8217979336",Glucose,Monk 2015
22947,b2428,TP,"0,983333333","0,5","0,8217979336",Glucose,Monk 2015
22948,b2429,TP,"0,923333333","0,5","0,8217979336",Glucose,Monk 2015
22949,b2430,TP,"1,106666667","0,5","0,8217979336",Glucose,Monk 2015
22950,b2431,TP,"0,973333333","0,5","0,8217979336",Glucose,Monk 2015
22951,b2435,TP,"1,1","0,5","0,8217979336",Glucose,Monk 2015
22952,b2436,TP,"0,976666667","0,5","0,8217800469",Glucose,Monk 2015
22953,b2440,TP,"1,023333333","0,5","0,8217979336",Glucose,Monk 2015
22954,b2441,TP,"1,006666667","0,5","0,8217979336",Glucose,Monk 2015
22955,b2458,TP,"0,986666667","0,5","0,8217979336",Glucose,Monk 2015
22956,b2463,TP,"1,016666667","0,5","0,8217979379",Glucose,Monk 2015
22957,b2464,TP,"0,903333333","0,5","0,8217979336",Glucose,Monk 2015
22958,b2465,TP,"1,023333333","0,5","0,8217979336",Glucose,Monk 2015
22959,b2467,TP,"1,083333333","0,5","0,8217979336",Glucose,Monk 2015
22960,b2470,TP,"0,976666667","0,5","0,8217979336",Glucose,Monk 2015
22961,b2472,TN,0,"0,5",0,Glucose,LB_essential
22962,b2476,TN,0,"0,5",0,Glucose,Monk 2015
22963,b2478,TN,0,"0,5",0,Glucose,LB_essential
22964,b2480,TP,"1,023333333","0,5","0,8217979336",Glucose,Monk 2015
22965,b2481,TP,"1,02","0,5","0,8217979336",Glucose,Monk 2015
22966,b2482,FP,0,"0,5","0,8217979336",Glucose,Monk 2015
22967,b2483,TP,"1,063333333","0,5","0,8217979336",Glucose,Monk 2015
22968,b2484,TP,"1,04","0,5","0,8217979336",Glucose,Monk 2015
22969,b2485,TP,"0,963333333","0,5","0,8217979336",Glucose,Monk 2015
22970,b2486,TP,"1,04","0,5","0,8217979336",Glucose,Monk 2015
22971,b2487,TP,"1,053333333","0,5","0,8217979336",Glucose,Monk 2015
22972,b2488,TP,"1,046666667","0,5","0,8217979336",Glucose,Monk 2015
22973,b2489,TP,"0,99","0,5","0,8217979336",Glucose,Monk 2015
22974,b2490,TP,"1,053333333","0,5","0,8217979336",Glucose,Monk 2015
22975,b2492,TP,"0,986666667","0,5","0,8217979336",Glucose,Monk 2015
22976,b2497,TP,"0,933333333","0,5","0,8217979336",Glucose,Monk 2015
22977,b2498,TP,"1,09","0,5","0,8217979336",Glucose,Monk 2015
22978,b2499,TN,0,"0,5","0,0000000001309525942",Glucose,Monk 2015
22979,b2500,TP,"1,11","0,5","0,8193315341",Glucose,Monk 2015
22980,b2501,TP,"0,95","0,5","0,8217979336",Glucose,Monk 2015
22981,b2502,TP,"1,02","0,5","0,8217979336",Glucose,Monk 2015
22982,b2503,TP,"0,986666667","0,5","0,8217979336",Glucose,Monk 2015
22983,b2507,TN,0,"0,5",0,Glucose,Monk 2015
22984,b2508,FP,0,"0,5","0,81862496",Glucose,Monk 2015
22985,b2515,TN,0,"0,5",0,Glucose,LB_essential
22986,b2518,TP,"0,936666667","0,5","0,8217979336",Glucose,Monk 2015
22987,b2519,TP,"1,006666667","0,5","0,8217979336",Glucose,Monk 2015
22988,b2521,TP,"1,073333333","0,5","0,8217979336",Glucose,Monk 2015
22989,b2523,TP,"0,98","0,5","0,8217979336",Glucose,Monk 2015
22990,b2528,TP,"0,966666667","0,5","0,8217943454",Glucose,Monk 2015
22991,b2529,TP,"0,866666667","0,5","0,8217943454",Glucose,Monk 2015
22992,b2530,TN,0,"0,5",0,Glucose,Monk 2015
22993,b2533,FP,0,"0,5","0,8217979336",Glucose,LB_essential
22994,b2536,TP,"1,03","0,5","0,8217979336",Glucose,Monk 2015
22995,b2538,TP,"0,946666667","0,5","0,8217979336",Glucose,Monk 2015
22996,b2539,TP,"1,013333333","0,5","0,8217979336",Glucose,Monk 2015
22997,b2540,TP,"1,08","0,5","0,8217979336",Glucose,Monk 2015
22998,b2541,TP,"0,99","0,5","0,8217979336",Glucose,Monk 2015
22999,b2542,TP,"0,996666667","0,5","0,8217979336",Glucose,Monk 2015
23000,b2551,FP,"0,37","0,5","0,7995714951",Glucose,Monk 2015
23001,b2552,TP,"1,006666667","0,5","0,8217979336",Glucose,Monk 2015
23002,b2557,TN,0,"0,5",0,Glucose,Monk 2015
23003,b2558,TP,"0,97","0,5","0,8217979336",Glucose,Monk 2015
23004,b2563,FP,0,"0,5","0,8217979336",Glucose,LB_essential
23005,b2564,TN,"0,163333333","0,5",0,Glucose,Monk 2015
23006,b2574,TN,"0,023333333","0,5","0,0000000006533726439",Glucose,Monk 2015
23007,b2578,TP,"1,06","0,5","0,8217979336",Glucose,Monk 2015
23008,b2579,TP,"0,986666667","0,5","0,8217979336",Glucose,Monk 2015
23009,b2582,TP,"0,883333333","0,5","0,8217979336",Glucose,Monk 2015
23010,b2585,TN,0,"0,5",0,Glucose,LB_essential
23011,b2587,TP,"1,093333333","0,5","0,8217979336",Glucose,Monk 2015
23012,b2599,TN,0,"0,5",0,Glucose,Monk 2015
23013,b2600,TN,0,"0,5",0,Glucose,Monk 2015
23014,b2601,TP,"1,041666667","0,5","0,8217979336",Glucose,Monk 2015
23015,b2615,TN,0,"0,5",0,Glucose,LB_essential
23016,b2660,TP,"1,016666667","0,5","0,8217979336",Glucose,Monk 2015
23017,b2661,TP,1,"0,5","0,8217979336",Glucose,Monk 2015
23018,b2662,TP,"1,111666667","0,5","0,8217979336",Glucose,Monk 2015
23019,b2663,TP,"0,96","0,5","0,8217979336",Glucose,Monk 2015
23020,b2668,TP,"0,983333333","0,5","0,8217979336",Glucose,Monk 2015
23021,b2670,TP,"0,936666667","0,5","0,8217979336",Glucose,Monk 2015
23022,b2675,TP,"0,996666667","0,5","0,8217979336",Glucose,Monk 2015
23023,b2676,TP,"0,983333333","0,5","0,8217979336",Glucose,Monk 2015
23024,b2677,TP,"0,973333333","0,5","0,8217979336",Glucose,Monk 2015
23025,b2678,TP,"0,93","0,5","0,8217979336",Glucose,Monk 2015
23026,b2679,TP,"1,1","0,5","0,8217979336",Glucose,Monk 2015
23027,b2682,TP,"1,03","0,5","0,8217979336",Glucose,Monk 2015
23028,b2683,TP,"1,03","0,5","0,8217979336",Glucose,Monk 2015
23029,b2687,FN,"0,941666667","0,5",0,Glucose,Monk 2015
23030,b2688,TP,"0,961666667","0,5","0,8217979336",Glucose,Monk 2015
23031,b2690,TP,"0,966666667","0,5","0,8217979336",Glucose,Monk 2015
23032,b2700,TP,"1,006666667","0,5","0,8217979336",Glucose,Monk 2015
23033,b2701,TP,"1,02","0,5","0,8217979336",Glucose,Monk 2015
23034,b2702,TP,"1,05","0,5","0,8217979336",Glucose,Monk 2015
23035,b2703,TP,"1,106666667","0,5","0,8217979336",Glucose,Monk 2015
23036,b2704,TP,"1,093333333","0,5","0,8217979336",Glucose,Monk 2015
23037,b2705,TP,"1,016666667","0,5","0,8217979336",Glucose,Monk 2015
23038,b2708,TP,"0,986666667","0,5","0,8217979336",Glucose,Monk 2015
23039,b2710,TP,"0,963333333","0,5","0,8217979336",Glucose,Monk 2015
23040,b2711,TP,"0,996666667","0,5","0,8217979336",Glucose,Monk 2015
23041,b2715,TP,"1,035","0,5","0,8217979336",Glucose,Monk 2015
23042,b2716,TP,"1,006666667","0,5","0,8217979336",Glucose,Monk 2015
23043,b2719,TP,1,"0,5","0,8217979336",Glucose,Monk 2015
23044,b2720,TP,"0,996666667","0,5","0,8217979336",Glucose,Monk 2015
23045,b2721,TP,"0,986666667","0,5","0,8217979336",Glucose,Monk 2015
23046,b2722,TP,"0,986666667","0,5","0,8217979336",Glucose,Monk 2015
23047,b2723,TP,"0,976666667","0,5","0,8217979336",Glucose,Monk 2015
23048,b2724,TP,"1,08","0,5","0,8217979336",Glucose,Monk 2015
23049,b2727,TP,"1,016666667","0,5","0,8217979336",Glucose,Monk 2015
23050,b2738,TP,"1,04","0,5","0,8217979336",Glucose,Monk 2015
23051,b2744,TP,"1,008333333","0,5","0,8217979336",Glucose,Monk 2015
23052,b2746,TN,0,"0,5",0,Glucose,LB_essential
23053,b2747,TN,0,"0,5",0,Glucose,LB_essential
23054,b2750,TN,0,"0,5",0,Glucose,Monk 2015
23055,b2751,TN,"0,016666667","0,5",0,Glucose,Monk 2015
23056,b2752,TN,"0,023333333","0,5",0,Glucose,Monk 2015
23057,b2762,TN,"0,04","0,5",0,Glucose,Monk 2015
23058,b2763,TN,0,"0,5",0,Glucose,Monk 2015
23059,b2764,TN,0,"0,5",0,Glucose,Monk 2015
23060,b2765,TP,"0,983333333","0,5","0,8217979336",Glucose,Monk 2015
23061,b2779,FP,0,"0,5","0,6654618649",Glucose,LB_essential
23062,b2780,TN,0,"0,5",0,Glucose,LB_essential
23063,b2781,TP,"1,056666667","0,5","0,8217979336",Glucose,Monk 2015
23064,b2784,TP,"0,983333333","0,5","0,8217979336",Glucose,Monk 2015
23065,b2787,TP,"1,103333333","0,5","0,8217979336",Glucose,Monk 2015
23066,b2788,TP,"0,99","0,5","0,8217979336",Glucose,Monk 2015
23067,b2789,TP,"1,026666667","0,5","0,8217979336",Glucose,Monk 2015
23068,b2794,TP,"0,97","0,5","0,8217979336",Glucose,Monk 2015
23069,b2796,TP,"0,913333333","0,5","0,8217979336",Glucose,Monk 2015
23070,b2797,TP,"1,093333333","0,5","0,8217979336",Glucose,Monk 2015
23071,b2799,TP,"0,953333333","0,5","0,8217979336",Glucose,Monk 2015
23072,b2800,TP,"1,003333333","0,5","0,8217979336",Glucose,Monk 2015
23073,b2801,TP,"0,823333333","0,5","0,8217979336",Glucose,Monk 2015
23074,b2802,TP,"0,946666667","0,5","0,8217979336",Glucose,Monk 2015
23075,b2803,TP,1,"0,5","0,8217979336",Glucose,Monk 2015
23076,b2810,TP,"0,943333333","0,5","0,8217979336",Glucose,Monk 2015
23077,b2813,TP,"1,083333333","0,5","0,8217979336",Glucose,Monk 2015
23078,b2817,TP,"1,043333333","0,5","0,8217979336",Glucose,Monk 2015
23079,b2818,TN,0,"0,5",0,Glucose,Monk 2015
23080,b2835,TP,"1,036666667","0,5","0,8217979336",Glucose,Monk 2015
23081,b2836,TP,"1,01","0,5","0,8075924361",Glucose,Monk 2015
23082,b2838,TN,0,"0,5",0,Glucose,Monk 2015
23083,b2841,TP,"1,003333333","0,5","0,8217979336",Glucose,Monk 2015
23084,b2842,TP,"1,003333333","0,5","0,8217979336",Glucose,Monk 2015
23085,b2843,TP,"1,033333333","0,5","0,8217979336",Glucose,Monk 2015
23086,b2866,TP,"0,953333333","0,5","0,8217979336",Glucose,Monk 2015
23087,b2867,TP,"0,993333333","0,5","0,8217979336",Glucose,Monk 2015
23088,b2868,TP,"0,99","0,5","0,8217979336",Glucose,Monk 2015
23089,b2871,TP,"0,946666667","0,5","0,8217979336",Glucose,Monk 2015
23090,b2873,TP,"1,03","0,5","0,8217979336",Glucose,Monk 2015
23091,b2877,TP,"1,04","0,5","0,8217979336",Glucose,Monk 2015
23092,b2882,TP,"1,003333333","0,5","0,8217979336",Glucose,Monk 2015
23093,b2883,TP,"1,06","0,5","0,8217979336",Glucose,Monk 2015
23094,b2888,TP,"1,003333333","0,5","0,8217979336",Glucose,Monk 2015
23095,b2889,TP,"1,056666667","0,5","0,8217979336",Glucose,Monk 2015
23096,b2893,TP,"1,006666667","0,5","0,8217979336",Glucose,Monk 2015
23097,b2895,TP,"1,043333333","0,5","0,8217979336",Glucose,Monk 2015
23098,b2901,TP,"1,01","0,5","0,8217979336",Glucose,Monk 2015
23099,b2903,TP,"0,983333333","0,5","0,8215318054",Glucose,Monk 2015
23100,b2904,TP,"0,943333333","0,5","0,8215318054",Glucose,Monk 2015
23101,b2905,TP,"0,876666667","0,5","0,8215318054",Glucose,Monk 2015
23102,b2906,TP,"0,973333333","0,5","0,8217979336",Glucose,Monk 2015
23103,b2907,TP,"0,743333333","0,5","0,8217979336",Glucose,Monk 2015
23104,b2912,TP,"0,88","0,5","0,8217979336",Glucose,Monk 2015
23105,b2913,FP,0,"0,5","0,7876193944",Glucose,Monk 2015
23106,b2914,TP,"0,716666667","0,5","0,8217979336",Glucose,Monk 2015
23107,b2917,TP,"1,076666667","0,5","0,8217979336",Glucose,Monk 2015
23108,b2918,TP,"0,93","0,5","0,8217979336",Glucose,Monk 2015
23109,b2919,TP,"0,991666667","0,5","0,8217979336",Glucose,Monk 2015
23110,b2920,TP,"1,016666667","0,5","0,8217979336",Glucose,Monk 2015
23111,b2923,TP,"1,083333333","0,5","0,8217979336",Glucose,Monk 2015
23112,b2924,TP,"0,893333333","0,5","0,8217979336",Glucose,Monk 2015
23113,b2925,FP,0,"0,5","0,8217979336",Glucose,LB_essential
23114,b2926,FP,0,"0,5","0,5758353074",Glucose,LB_essential
23115,b2927,TP,"1,066666667","0,5","0,8217979336",Glucose,Monk 2015
23116,b2930,TP,"1,036666667","0,5","0,8217979336",Glucose,Monk 2015
23117,b2933,TP,"1,033333333","0,5","0,8217979336",Glucose,Monk 2015
23118,b2934,TP,"0,993333333","0,5","0,8217979336",Glucose,Monk 2015
23119,b2935,TP,"1,016666667","0,5","0,8217979336",Glucose,Monk 2015
23120,b2937,TP,"1,046666667","0,5","0,8217979336",Glucose,Monk 2015
23121,b2938,TP,"1,025","0,5","0,8217979336",Glucose,Monk 2015
23122,b2942,TN,0,"0,5",0,Glucose,LB_essential
23123,b2943,TP,"1,04","0,5","0,8217979336",Glucose,Monk 2015
23124,b2947,TP,"0,958333333","0,5","0,8217979336",Glucose,Monk 2015
23125,b2954,TP,"0,873333333","0,5","0,8217979336",Glucose,Monk 2015
23126,b2957,TP,"0,836666667","0,5","0,8217979336",Glucose,Monk 2015
23127,b2963,TP,1,"0,5","0,8217979336",Glucose,Monk 2015
23128,b2964,TP,"1,07","0,5","0,8217979336",Glucose,Monk 2015
23129,b2965,TP,"1,12","0,5","0,8217979336",Glucose,Monk 2015
23130,b2975,TP,"0,996666667","0,5","0,8217979336",Glucose,Monk 2015
23131,b2976,TP,"0,943333333","0,5","0,8217979336",Glucose,Monk 2015
23132,b2979,TP,"0,97","0,5","0,8217979341",Glucose,Monk 2015
23133,b2987,TP,"0,986666667","0,5","0,8217979336",Glucose,Monk 2015
23134,b2988,TP,"1,023333333","0,5","0,8217979336",Glucose,Monk 2015
23135,b2989,TP,"1,036666667","0,5","0,8217979336",Glucose,Monk 2015
23136,b2994,TP,"0,966666667","0,5","0,8217979336",Glucose,Monk 2015
23137,b2995,TP,"1,016666667","0,5","0,8217979336",Glucose,Monk 2015
23138,b2996,TP,"0,99","0,5","0,8217979336",Glucose,Monk 2015
23139,b2997,TP,"0,996666667","0,5","0,8217979336",Glucose,Monk 2015
23140,b3001,TP,"0,97","0,5","0,8217979336",Glucose,Monk 2015
23141,b3003,TP,"1,043333333","0,5","0,8217979336",Glucose,Monk 2015
23142,b3005,TP,"0,69","0,5","0,8217979336",Glucose,Monk 2015
23143,b3006,TP,"0,85","0,5","0,8217979336",Glucose,Monk 2015
23144,b3008,FP,"0,133333333","0,5","0,8217979336",Glucose,Monk 2015
23145,b3011,TP,"1,02","0,5","0,8217979336",Glucose,Monk 2015
23146,b3012,TP,"1,093333333","0,5","0,8217979336",Glucose,Monk 2015
23147,b3018,TN,0,"0,5",0,Glucose,LB_essential
23148,b3028,TP,"1,073333333","0,5","0,8217979336",Glucose,Monk 2015
23149,b3029,TP,"0,97","0,5","0,8217979336",Glucose,Monk 2015
23150,b3032,TP,"0,97","0,5","0,8217979336",Glucose,Monk 2015
23151,b3034,TP,"0,93","0,5","0,8217979336",Glucose,Monk 2015
23152,b3035,TP,"0,81","0,5","0,8217979336",Glucose,Monk 2015
23153,b3040,FN,"1,056666667","0,5",0,Glucose,Monk 2015
23154,b3041,TN,0,"0,5",0,Glucose,LB_essential
23155,b3052,TP,"0,94","0,5","0,8217979336",Glucose,Monk 2015
23156,b3057,TP,"1,03","0,5","0,8217979336",Glucose,Monk 2015
23157,b3058,TN,0,"0,5",0,Glucose,Monk 2015
23158,b3059,TP,"0,976666667","0,5","0,8217979336",Glucose,Monk 2015
23159,b3061,TP,"0,996666667","0,5","0,8217979336",Glucose,Monk 2015
23160,b3062,TP,"0,96","0,5","0,8217979336",Glucose,Monk 2015
23161,b3063,TP,"0,953333333","0,5","0,8217979336",Glucose,Monk 2015
23162,b3070,TP,"0,983333333","0,5","0,8217979336",Glucose,Monk 2015
23163,b3073,TP,"1,05","0,5","0,8217979336",Glucose,Monk 2015
23164,b3089,TP,"1,04","0,5","0,8217979336",Glucose,Monk 2015
23165,b3091,TP,"1,063333333","0,5","0,8217979336",Glucose,Monk 2015
23166,b3092,TP,"0,98","0,5","0,8217979336",Glucose,Monk 2015
23167,b3093,TP,"1,063333333","0,5","0,8217979336",Glucose,Monk 2015
23168,b3114,TP,"1,043333333","0,5","0,8217979336",Glucose,Monk 2015
23169,b3115,TP,"1,023333333","0,5","0,8217979336",Glucose,Monk 2015
23170,b3116,TP,"1,01","0,5","0,8217979336",Glucose,Monk 2015
23171,b3117,TP,"1,023333333","0,5","0,8217979336",Glucose,Monk 2015
23172,b3124,TP,"1,056666667","0,5","0,8217979336",Glucose,Monk 2015
23173,b3125,TP,"1,05","0,5","0,8217979336",Glucose,Monk 2015
23174,b3126,TP,"1,056666667","0,5","0,8217979336",Glucose,Monk 2015
23175,b3127,TP,"0,813333333","0,5","0,8217979336",Glucose,Monk 2015
23176,b3128,TP,"1,03","0,5","0,8217979336",Glucose,Monk 2015
23177,b3132,TP,"1,066666667","0,5","0,8217979336",Glucose,Monk 2015
23178,b3137,TP,"1,07","0,5","0,8217979336",Glucose,Monk 2015
23179,b3161,TP,"1,053333333","0,5","0,8217979336",Glucose,Monk 2015
23180,b3172,TN,0,"0,5",0,Glucose,Monk 2015
23181,b3176,TN,0,"0,5",0,Glucose,LB_essential
23182,b3177,TN,0,"0,5",0,Glucose,LB_essential
23183,b3182,TP,"1,003333333","0,5","0,8217979336",Glucose,Monk 2015
23184,b3187,TN,0,"0,5",0,Glucose,LB_essential
23185,b3189,TN,0,"0,5",0,Glucose,LB_essential
23186,b3196,FN,"0,996666667","0,5",0,Glucose,Monk 2015
23187,b3197,TP,"0,94","0,5","0,8217979336",Glucose,Monk 2015
23188,b3198,FN,"1,026666667","0,5",0,Glucose,Monk 2015
23189,b3199,TN,0,"0,5",0,Glucose,LB_essential
23190,b3200,TN,0,"0,5",0,Glucose,LB_essential
23191,b3201,TN,0,"0,5",0,Glucose,LB_essential
23192,b3208,TP,"0,933333333","0,5","0,8217979336",Glucose,Monk 2015
23193,b3212,TP,"1,06","0,5","0,8217979336",Glucose,Monk 2015
23194,b3213,TP,"1,053333333","0,5","0,8217979336",Glucose,Monk 2015
23195,b3222,TP,"1,003333333","0,5","0,8217979336",Glucose,Monk 2015
23196,b3223,TP,"0,966666667","0,5","0,8217979336",Glucose,Monk 2015
23197,b3224,TP,"1,066666667","0,5","0,8217979336",Glucose,Monk 2015
23198,b3225,TP,"1,043333333","0,5","0,8217979336",Glucose,Monk 2015
23199,b3236,TP,"0,92","0,5","0,7915641532",Glucose,Monk 2015
23200,b3240,TP,"1,046666667","0,5","0,8217979336",Glucose,Monk 2015
23201,b3241,TP,"1,043333333","0,5","0,8217979336",Glucose,Monk 2015
23202,b3248,TP,"1,083333333","0,5","0,8217979336",Glucose,Monk 2015
23203,b3253,TP,"0,94","0,5","0,8217979336",Glucose,Monk 2015
23204,b3255,TN,0,"0,5",0,Glucose,LB_essential
23205,b3256,TN,0,"0,5",0,Glucose,LB_essential
23206,b3258,TP,"1,01","0,5","0,8217979336",Glucose,Monk 2015
23207,b3265,TP,"0,993333333","0,5","0,8217979336",Glucose,Monk 2015
23208,b3266,TP,"1,003333333","0,5","0,8217979336",Glucose,Monk 2015
23209,b3281,FP,0,"0,5","0,8217979336",Glucose,Monk 2015
23210,b3290,TP,"0,716666667","0,5","0,8217979336",Glucose,Monk 2015
23211,b3291,TP,"1,05","0,5","0,8217979336",Glucose,Monk 2015
23212,b3336,TP,"1,093333333","0,5","0,8217979336",Glucose,Monk 2015
23213,b3350,TP,"0,953333333","0,5","0,8217979336",Glucose,Monk 2015
23214,b3359,TP,"0,755","0,5","0,8217979336",Glucose,Monk 2015
23215,b3360,FN,"0,825","0,5",0,Glucose,Monk 2015
23216,b3365,TP,"1,05","0,5","0,8217979336",Glucose,Monk 2015
23217,b3366,TP,"0,973333333","0,5","0,8217979336",Glucose,Monk 2015
23218,b3367,TP,"1,05","0,5","0,8217979336",Glucose,Monk 2015
23219,b3368,TN,0,"0,5",0,Glucose,Monk 2015
23220,b3370,TP,"0,976666667","0,5","0,8217979336",Glucose,Monk 2015
23221,b3371,TP,"0,99","0,5","0,8217979336",Glucose,Monk 2015
23222,b3374,TP,"1,023333333","0,5","0,8217979336",Glucose,Monk 2015
23223,b3385,TP,"0,996666667","0,5","0,8217979336",Glucose,Monk 2015
23224,b3386,TP,"0,523333333","0,5","0,8157034226",Glucose,Monk 2015
23225,b3389,TN,0,"0,5",0,Glucose,Monk 2015
23226,b3390,TP,"0,71","0,5","0,8217979336",Glucose,Monk 2015
23227,b3396,TP,"0,996666667","0,5","0,8217979336",Glucose,Monk 2015
23228,b3397,TP,"0,93","0,5","0,8217979336",Glucose,Monk 2015
23229,b3399,TP,"1,003333333","0,5","0,8217979336",Glucose,Monk 2015
23230,b3403,TP,"1,013333333","0,5","0,8217979336",Glucose,Monk 2015
23231,b3409,TP,"1,053333333","0,5","0,8217979336",Glucose,Monk 2015
23232,b3412,FN,"1,016666667","0,5",0,Glucose,Monk 2015
23233,b3415,TP,1,"0,5","0,8217979336",Glucose,Monk 2015
23234,b3416,TP,"0,983333333","0,5","0,8217979336",Glucose,Monk 2015
23235,b3417,TP,"1,016666667","0,5","0,8217979336",Glucose,Monk 2015
23236,b3425,TP,"1,01","0,5","0,8217979336",Glucose,Monk 2015
23237,b3426,TP,"0,986666667","0,5","0,8217979341",Glucose,Monk 2015
